time,lat,lon,air
0001-01-01 00:00:00,22.5,37.5,0.6177966
0001-02-01 00:00:00,22.5,37.5,0.7573735
0001-03-01 00:00:00,22.5,37.5,0.6802572
0001-04-01 00:00:00,22.5,37.5,0.5342681
0001-05-01 00:00:00,22.5,37.5,0.58596677
0001-06-01 00:00:00,22.5,37.5,0.6553795
0001-07-01 00:00:00,22.5,37.5,0.9317028
0001-08-01 00:00:00,22.5,37.5,1.0956993
0001-09-01 00:00:00,22.5,37.5,0.8605287
0001-10-01 00:00:00,22.5,37.5,0.9209461
0001-11-01 00:00:00,22.5,37.5,0.7640573
0001-12-01 00:00:00,22.5,37.5,0.7577706
