time,lat,lon,sss_smap
2022-10-16 11:59:59.500,20.875,37.625,38.59203338623047
2022-11-15 23:59:59.500,20.875,37.625,39.483009338378906
2022-12-16 11:59:59.500,20.875,37.625,38.72121047973633
2023-01-16 11:59:59.500,20.875,37.625,38.880027770996094
2023-02-14 23:59:59.500,20.875,37.625,38.48976135253906
2023-03-16 11:59:59.500,20.875,37.625,38.68753433227539
2023-04-15 23:59:59.500,20.875,37.625,38.20933532714844
2023-05-16 11:59:59.500,20.875,37.625,38.39356231689453
2023-06-15 23:59:59.500,20.875,37.625,38.017398834228516
2023-07-16 11:59:59.500,20.875,37.625,38.63367462158203
2023-08-16 11:59:59.500,20.875,37.625,38.257259368896484
2023-09-15 23:59:59.500,20.875,37.625,38.90304946899414
2023-10-16 11:59:59.500,20.875,37.625,38.471397399902344
2023-11-15 23:59:59.500,20.875,37.625,38.25949478149414
2023-12-16 11:59:59.500,20.875,37.625,38.29273986816406
2024-01-16 11:59:59.500,20.875,37.625,38.23183059692383
2024-02-15 11:59:59.500,20.875,37.625,38.51626968383789
2024-03-16 11:59:59.500,20.875,37.625,38.00053024291992
2024-04-15 23:59:59.500,20.875,37.625,37.50458526611328
2024-05-16 11:59:59.500,20.875,37.625,37.807373046875
2024-06-15 23:59:59.500,20.875,37.625,37.701194763183594
2024-07-16 11:59:59.500,20.875,37.625,37.616310119628906
2024-08-16 11:59:59.500,20.875,37.625,37.53376007080078
2024-09-15 23:59:59.500,20.875,37.625,38.2469596862793
2024-10-16 11:59:59.500,20.875,37.625,37.9283561706543
2024-11-15 23:59:59.500,20.875,37.625,37.23236846923828
2024-12-16 11:59:59.500,20.875,37.625,37.613677978515625
2025-01-16 11:59:59.500,20.875,37.625,37.002620697021484
2025-02-14 23:59:59.500,20.875,37.625,36.29431915283203
2025-03-16 11:59:59.500,20.875,37.625,35.30630111694336
2025-04-15 23:59:59.500,20.875,37.625,36.26029586791992
2025-05-16 11:59:59.500,20.875,37.625,36.076236724853516
2025-06-15 23:59:59.500,20.875,37.625,36.224327087402344
2025-07-16 11:59:59.500,20.875,37.625,36.53480529785156
2025-08-16 11:59:59.500,20.875,37.625,37.11762619018555
